 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, FwdHeaderLength, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,100217657,8,11,1243,4850,421,0,155.375,183.21879,1460,0,440.9090909,573.94032,60.79766962,0.18958735,5567647.611,15800000,58300000,13,100000000,14300000,23800000,58400000,244,100000000,10000000,20600000,58300000,49,0,0,0,0,172,232,0.079826253,0.109761097,0,1460,304.65,459.0818382,210756.1342,0,0,0,1,0,0,0,0,1,320.6842105,155.375,440.9090909,172,0,0,0,0,0,0,8,1243,11,4850,8192,252,7,20,91664,32897.43589,114926,68402,48000000,14600000,58300000,37700000,BENIGN
53,218,2,2,84,212,42,42,42,0,106,106,106,0,1357798.165,18348.62385,72.66666667,119.8012243,211,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,9174.311927,9174.311927,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42,106,40,0,0,0,0,0,0,2,84,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
5353,87303666,264,0,31608,0,221,45,119.7272727,62.72749816,0,0,0,0,362.0466522,3.023927999,331953.1027,2558495.391,32000000,0,87300000,331953.1027,2558495.391,32000000,0,0,0,0,0,0,0,0,0,0,5256,0,3.023927999,0,45,221,120.0716981,62.85913899,3951.271355,0,0,0,0,0,0,0,0,0,120.5265152,119.7272727,0,5256,0,0,0,0,0,0,264,31608,0,0,-1,-1,263,0,2985234,3549130.212,7005551,15,18800000,9988986.452,32000000,8002483,BENIGN
49666,22,1,3,6,18,6,6,6,0,6,6,6,0,1090909.091,181818.1818,7.333333333,9.291573243,18,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,45454.54545,136363.6364,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,254,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
53,157,2,2,46,196,23,23,23,0,98,98,98,0,1541401.274,25477.70701,52.33333333,84.58329228,150,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,0,0,12738.8535,12738.8535,23,98,53,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,66.25,23,98,0,0,0,0,0,0,0,2,46,2,196,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
53,193,2,2,46,196,23,23,23,0,98,98,98,0,1253886.01,20725.3886,64.33333333,106.2324495,187,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,10362.6943,10362.6943,23,98,53,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,66.25,23,98,0,0,0,0,0,0,0,2,46,2,196,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
49167,59,1,2,6,12,6,6,6,0,6,6,6,0,305084.7458,50847.45763,29.5,27.57716447,49,10,0,0,0,0,0,49,49,0,49,49,0,0,0,0,20,40,16949.15254,33898.30508,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2052,254,0,20,0,0,0,0,0,0,0,0,BENIGN
123,85015294,14,14,672,672,48,48,48,0,48,48,48,0,15.80892022,0.329352505,3148714.593,13100000,68000000,3,85000000,6539631.308,18700000,68000000,3,85000000,6539630.923,18700000,68000000,3,0,0,0,0,312,312,0.164676252,0.164676252,48,48,48,0,0,0,0,0,0,0,0,0,0,1,49.71428571,48,48,312,0,0,0,0,0,0,14,672,14,672,-1,-1,13,0,3507686,4960519.533,7015303,69,39000000,41000000,68000000,9999891,BENIGN
138,61467160,24,0,5640,0,235,235,235,0,0,0,0,0,91.75631345,0.390452398,2672485.217,12800000,61500000,1,61500000,2672485.217,12800000,61500000,1,0,0,0,0,0,0,0,0,0,240,0,0.390452398,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,244.7916667,235,0,240,0,0,0,0,0,0,24,5640,0,0,-1,-1,23,0,21,0,21,21,61500000,0,61500000,61500000,BENIGN
137,4020868,252,0,16920,0,68,50,67.14285714,3.840887774,0,0,0,0,4208.046621,62.67303478,16019.39442,178369.5471,2002373,1,4020868,16019.39442,178369.5471,2002373,1,0,0,0,0,0,0,0,0,0,4320,0,62.67303478,0,50,68,67.14624506,3.833638152,14.69678148,0,0,0,0,0,0,0,0,0,67.41269841,67.14285714,0,4320,0,0,0,0,0,0,252,16920,0,0,-1,-1,251,0,0,0,0,0,0,0,0,0,BENIGN
137,48,2,0,124,0,62,62,62,0,0,0,0,0,2583333.333,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,41666.66667,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,93,62,0,0,0,0,0,0,0,0,2,124,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
53,23544,1,1,45,106,45,45,45,0,106,106,106,0,6413.523615,84.94733265,23544,0,23544,23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.47366633,42.47366633,45,106,65.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,98,45,106,0,0,0,0,0,0,0,1,45,1,106,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
53,192,2,2,68,132,34,34,34,0,66,66,66,0,1041666.667,20833.33333,64,104.7902667,185,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,0,0,10416.66667,10416.66667,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,0,0,0,0,0,0,0,2,68,2,132,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
53,24014,2,2,68,190,34,34,34,0,95,95,95,0,10743.73282,166.5695011,8004.666667,13861.0253,24010,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,0,0,83.28475056,83.28475056,34,95,58.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,73,34,95,0,0,0,0,0,0,0,2,68,2,190,-1,-1,1,0,0,0,0,0,0,0,0,0,BENIGN
5355,99820,24,0,672,0,28,28,28,0,0,0,0,0,6732.117812,240.432779,4340,20798.65155,99750,1,99820,4340,20798.65155,99750,1,0,0,0,0,0,0,0,0,0,120,0,240.432779,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,29.16666667,28,0,120,0,0,0,0,0,0,24,672,0,0,-1,-1,23,0,0,0,0,0,0,0,0,0,BENIGN
49666,12,1,3,6,18,6,6,6,0,6,6,6,0,2000000,333333.3333,4,6.08276253,11,0,0,0,0,0,0,12,6,7.071067812,11,1,0,0,0,0,20,60,83333.33333,250000,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,254,2053,0,20,0,0,0,0,0,0,0,0,BENIGN
137,93624220,38,38,2116,2200,68,50,55.68421053,8.479244176,62,56,57.89473684,2.826414725,46.09918246,0.811755761,1248322.933,6372798.03,54500000,3,93600000,2530381.865,8952519.204,54500000,3,93600000,2530379.73,8952523.876,54500000,3,0,0,0,0,820,820,0.405877881,0.405877881,50,68,56.93506494,6.461093403,41.74572796,0,0,0,0,0,0,0,0,1,57.68421053,55.68421053,57.89473684,820,0,0,0,0,0,0,38,2116,38,2200,-1,-1,37,10,3935064.333,6657832.654,11600000,513,22600000,27600000,54500000,5036751,BENIGN
49413,2,1,2,6,12,6,6,6,0,6,6,6,0,9000000,1500000,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,500000,1000000,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,2053,254,0,20,0,0,0,0,0,0,0,0,BENIGN
389,515,11,4,172,326,79,0,15.63636364,31.4492376,163,0,81.5,94.10809388,966990.2913,29126.21359,36.78571429,36.14538713,104,1,515,51.5,53.20244355,147,1,253,84.33333333,144.3375673,251,1,0,0,0,0,368,144,21359.2233,7766.990291,0,163,31.125,57.86060836,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.63636364,81.5,368,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0,0,0,0,0,0,0,0,BENIGN
88,1133,10,6,3150,3152,1575,0,315,632.5616351,1576,0,525.3333333,813.8429005,5562224.184,14121.80053,75.53333333,218.9764719,864,1,1133,125.8888889,324.1729648,987,1,1043,208.6,369.4621767,864,4,0,0,0,0,336,208,8826.125331,5295.675199,0,1576,370.7058824,671.9757031,451551.3456,0,0,0,1,0,0,0,0,0,393.875,315,525.3333333,336,0,0,0,0,0,0,10,3150,6,3152,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
389,15211,17,11,3452,6654,1313,0,203.0588235,425.7784739,3069,0,604.9090909,1009.026507,664387.6142,1840.773125,563.3703704,2563.128559,13377,1,15211,950.6875,3319.853465,13377,1,14972,1497.2,4373.645207,13939,1,0,0,0,0,560,368,1117.612254,723.1608704,0,3069,348.4827586,714.2978381,510221.4015,0,0,0,1,0,0,0,0,0,360.9285714,203.0588235,604.9090909,560,0,0,0,0,0,0,17,3452,11,6654,29200,2075,10,32,0,0,0,0,0,0,0,0,BENIGN
88,1122,9,6,3150,3152,1575,0,350,694.5097192,1576,0,525.3333333,813.8429005,5616755.793,13368.98396,80.14285714,208.6542437,802,1,1122,140.25,303.119849,887,1,1057,211.4,331.3288397,802,47,0,0,0,0,304,208,8021.390374,5347.593583,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350,525.3333333,304,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
389,1314441,28,19,5114,8670,1313,0,182.6428571,341.3562508,3069,0,456.3157895,774.3691377,10486.58707,35.75664484,28574.80435,162612.0241,1097107,1,1314441,48683,211542.1252,1097107,1,1314342,73019,259381.6841,1097434,3,0,0,0,0,912,624,21.30183097,14.45481387,0,3069,287.1666667,562.513256,316421.1631,0,0,0,1,0,0,0,0,0,293.2765957,182.6428571,456.3157895,912,0,0,0,0,0,0,28,5114,19,8670,29200,2078,16,32,0,0,0,0,0,0,0,0,BENIGN
53,193,2,2,80,180,40,40,40,0,90,90,90,0,1347150.259,20725.3886,64.33333333,70.92484285,142,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,172,2,2,64,96,32,32,32,0,48,48,48,0,930232.5581,23255.81395,57.33333333,94.10809388,166,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11627.90698,11627.90698,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,64,96,32,32,32,0,48,48,48,0,987654.321,24691.35802,54,87.46999486,155,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12345.67901,12345.67901,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,64,158,32,32,32,0,79,79,79,0,1254237.288,22598.87006,59,100.4589468,175,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,172,2,2,64,158,32,32,32,0,79,79,79,0,1290697.674,23255.81395,57.33333333,97.57219549,170,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11627.90698,11627.90698,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,64,96,32,32,32,0,48,48,48,0,963855.4217,24096.38554,55.33333333,89.77935917,159,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12048.19277,12048.19277,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,88,188,44,44,44,0,94,94,94,0,1703703.704,24691.35802,54,88.33459119,156,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12345.67901,12345.67901,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,302,2,2,102,224,51,51,51,0,112,112,112,0,1079470.199,13245.03311,100.6666667,92.93187469,188,3,3,3,0,3,3,188,188,0,188,188,0,0,0,0,64,64,6622.516556,6622.516556,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,197,2,2,88,188,44,44,44,0,94,94,94,0,1401015.228,20304.56853,65.66666667,106.8097998,189,4,189,189,0,189,189,4,4,0,4,4,0,0,0,0,64,64,10152.28426,10152.28426,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,104,1,4,0,12,0,0,0,0,6,0,3,3.464101615,115384.6154,48076.92308,26,33.57578493,72,1,0,0,0,0,0,74,24.66666667,40.99186911,72,1,0,0,0,0,32,104,9615.384615,38461.53846,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
88,86,1,4,0,12,0,0,0,0,6,0,3,3.464101615,139534.8837,58139.53488,21.5,34.6554469,73,1,0,0,0,0,0,75,25,41.56921938,73,1,0,0,0,0,32,104,11627.90698,46511.62791,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,181,2,2,64,158,32,32,32,0,79,79,79,0,1226519.337,22099.44751,60.33333333,102.7683479,179,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,233,2,2,64,158,32,32,32,0,79,79,79,0,952789.6996,17167.38197,77.66666667,132.7905619,231,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8583.690987,8583.690987,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,297,2,2,102,224,51,51,51,0,112,112,112,0,1097643.098,13468.01347,99,92.26050076,187,3,3,3,0,3,3,187,187,0,187,187,0,0,0,0,64,64,6734.006734,6734.006734,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,217,2,2,80,180,40,40,40,0,90,90,90,0,1198156.682,18433.17972,72.33333333,120.088856,211,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9216.589862,9216.589862,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,88,188,44,44,44,0,94,94,94,0,1633136.095,23668.63905,56.33333333,91.51138363,162,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11834.31953,11834.31953,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,747,2,2,500,2860,250,250,250,0,1430,1430,1430,0,4497991.968,5354.752343,249,387.7099431,696,4,47,47,0,47,47,4,4,0,4,4,0,0,0,0,64,64,2677.376171,2677.376171,250,1430,722,646.3126179,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,199,2,2,142,242,71,71,71,0,121,121,121,0,1929648.241,20100.50251,66.33333333,110.5727513,194,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,10050.25126,10050.25126,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,366,4,4,116,116,29,29,29,0,29,29,29,0,633879.7814,21857.9235,52.28571429,28.63397915,89,1,228,76,92.24424101,179,1,236,78.66666667,52.25259164,139,48,0,0,0,0,128,128,10928.96175,10928.96175,29,29,29,0,0,0,0,0,0,0,0,0,0,1,32.625,29,29,128,0,0,0,0,0,0,4,116,4,116,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,102,224,51,51,51,0,112,112,112,0,2000000,24539.8773,54.33333333,54.77529857,112,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,12269.93865,12269.93865,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,64,96,32,32,32,0,48,48,48,0,958083.8323,23952.09581,55.66666667,91.22134253,161,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11976.0479,11976.0479,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,159,2,2,88,188,44,44,44,0,94,94,94,0,1735849.057,25157.2327,53,85.73797292,152,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12578.61635,12578.61635,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,418,2,2,352,358,176,176,176,0,179,179,179,0,1698564.593,9569.37799,139.3333333,236.1362601,412,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,4784.688995,4784.688995,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,154,2,2,88,188,44,44,44,0,94,94,94,0,1792207.792,25974.02597,51.33333333,83.71578903,148,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,245,2,2,64,158,32,32,32,0,79,79,79,0,906122.449,16326.53061,81.66666667,139.7187651,243,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8163.265306,8163.265306,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,138,2,2,88,188,44,44,44,0,94,94,94,0,2000000,28985.50725,46,75.34586916,133,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,64,64,14492.75362,14492.75362,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,181,2,2,64,158,32,32,32,0,79,79,79,0,1226519.337,22099.44751,60.33333333,102.7683479,179,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,178,2,2,64,158,32,32,32,0,79,79,79,0,1247191.011,22471.91011,59.33333333,101.0362971,176,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11235.95506,11235.95506,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,64,96,32,32,32,0,48,48,48,0,935672.5146,23391.81287,57,92.66606714,164,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11695.90643,11695.90643,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,364,2,2,352,358,176,176,176,0,179,179,179,0,1950549.451,10989.01099,121.3333333,203.2272948,356,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,5494.505495,5494.505495,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,3,1,4,0,24,0,0,0,0,6,6,6,0,8000000,1666666.667,0.75,0.5,1,0,0,0,0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,32,80,333333.3333,1333333.333,0,6,4,3.098386677,9.6,0,0,0,0,1,1,0,0,4,4.8,0,6,32,0,0,0,0,0,0,1,0,4,24,299,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,182,2,2,102,224,51,51,51,0,112,112,112,0,1791208.791,21978.02198,60.66666667,99.01683359,175,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,10989.01099,10989.01099,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
389,50,1,4,0,12,0,0,0,0,6,0,3,3.464101615,240000,100000,12.5,23,47,1,0,0,0,0,0,49,16.33333333,26.55811238,47,1,0,0,0,0,32,104,20000,80000,0,6,2,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0,3,32,0,0,0,0,0,0,1,0,4,12,237,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,186,2,2,64,96,32,32,32,0,48,48,48,0,860215.0538,21505.37634,62,102.1909976,180,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10752.68817,10752.68817,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,192,2,2,88,188,44,44,44,0,94,94,94,0,1437500,20833.33333,64,69.72087205,140,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,64,10416.66667,10416.66667,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,197,2,2,88,188,44,44,44,0,94,94,94,0,1401015.228,20304.56853,65.66666667,60.61627944,124,3,70,70,0,70,70,3,3,0,3,3,0,0,0,0,64,64,10152.28426,10152.28426,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,665,2,2,500,2860,250,250,250,0,1430,1430,1430,0,5052631.579,6015.037594,221.6666667,380.4738274,661,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,64,3007.518797,3007.518797,250,1430,722,646.3126179,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,160,2,2,64,96,32,32,32,0,48,48,48,0,1000000,25000,53.33333333,87.17989065,154,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12500,12500,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,157,2,2,88,188,44,44,44,0,94,94,94,0,1757961.783,25477.70701,52.33333333,84.58329228,150,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,12738.8535,12738.8535,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,194,2,2,88,188,44,44,44,0,94,94,94,0,1422680.412,20618.5567,64.66666667,70.81195756,142,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,64,10309.27835,10309.27835,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,88,188,44,44,44,0,94,94,94,0,1662650.602,24096.38554,55.33333333,89.77935917,159,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,12048.19277,12048.19277,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,174,2,2,64,158,32,32,32,0,79,79,79,0,1275862.069,22988.50575,58,98.72689603,172,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,11494.25287,11494.25287,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
